2.3384198,48.8662055,1
2.34355,48.8619578,1
2.3446739,48.8582549,1
2.3267619,48.8680178,1
2.3294276,48.8688156,1
2.3285392,48.8662502,1
2.3420657,48.8639411,1
2.3407509,48.8645484,1
2.3400076,48.8637207,1
2.3314993,48.8679559,1
2.3253707,48.8687172,1
2.3309754,48.8658526,1
2.3467388,48.8595615,1
2.3415226,48.8569624,1
2.3433912,48.8640705,1
2.3405531,48.8652406,1
2.3426384,48.8647135,1
2.3428613,48.8651447,1
2.3391411,48.8618461,1
2.3355736,48.8648657,1
2.3281586,48.8658928,1
2.3455469,48.8642101,1
2.3372458,48.8658077,1
2.3416686,48.8566281,1
2.3429393,48.8586162,2
2.3441438,48.8616725,1
2.3323693,48.8642459,1
2.3327204,48.8647979,1
2.3334149,48.8657334,1
2.3335471,48.8633736,1
2.3435763,48.8602316,1
2.3446226,48.8612029,1
2.3392682,48.8621925,1
2.3417204,48.8616935,1
2.3390904,48.8620104,1
2.3392682,48.8621925,1
2.3392682,48.8621925,1
2.3249995,48.8677412,1
2.3392682,48.8621925,1
2.3263809,48.8675056,3
2.3330295,48.8666637,1
2.3359869,48.8670216,1
2.3466249,48.8634092,2
2.3467269,48.8581457,1
2.3467061,48.8578252,1
2.3404674,48.8672176,1
2.3410803,48.8680143,1
2.3515531,48.8690187,1
2.3515571,48.8692461,1
2.3352588,48.8679995,1
2.3318451,48.8693738,1
2.3460659,48.8644801,1
2.3412597,48.8700603,1
2.3396423,48.869858,1
2.339052,48.8689232,1
2.3341836,48.8683305,1
2.3362366,48.871162,1
2.3356557,48.8710606,1
2.335078,48.8709609,1
2.3446122,48.8695417,1
2.3449023,48.8695235,1
2.3344737,48.8692214,1
2.3371162,48.868347,1
2.348799,48.8698737,1
2.3372989,48.8706299,1
2.334954,48.8682614,1
2.3467031,48.8689405,2
2.3303318,48.8685535,1
2.3305782,48.8684312,1
2.3511613,48.8646024,2
2.3401487,48.8661244,1
2.3489756423,48.86686715,1
2.3464493,48.870766,1
2.3453296,48.8709551,1
2.3519812,48.8667141,1
2.3341088,48.8695191,1
2.3383733,48.8693308,1
2.34511,48.8678521,1
2.3365621,48.8689244,1
2.3394491,48.8676307,1
2.341399,48.8714668,1
2.3537789,48.8615118,1
2.3544737,48.8625089,1
2.3681024,48.8563975,2
2.3676632,48.8582264,1
2.3622283,48.8631536,1
2.3607964,48.8637749,1
2.3555603,48.8635117,1
2.3607058,48.8613335,1
2.366415,48.8622055,1
2.3537621,48.8652586,1
2.3642484,48.862615,1
2.361216,48.8655422,2
2.3614433,48.8583015,1
2.365606,48.8624325,1
2.3595264,48.8582965,1
2.3660863,48.861509,2
2.3523203,48.8652521,1
2.3533717,48.8630163,1
2.3580812,48.8613705,1
2.3575925,48.8616292,1
2.3590472,48.867915,1
2.3661365,48.8571846,1
2.3555267,48.8678023,1
2.3628164,48.85871,1
2.3619306,48.8592214,1
2.361536,48.8646311,1
2.3606901,48.8650569,1
2.3653947,48.8612542,1
2.359249,48.8648941,1
2.3648085,48.8601777,1
2.3667358,48.857847,2
2.3520066,48.8624439,1
2.3523829,48.8632313,1
2.3539857,48.8666934,1
2.3596565,48.8659877,1
2.3631293,48.8623713,1
2.364387,48.8633268,1
2.3651991,48.8639803,1
2.3536172,48.867601,1
2.3526378,48.8660335,1
2.3629861,48.8569974,1
2.3663711,48.8637254,1
2.3552727,48.8607688,1
2.3579021,48.8630266,1
2.3591852,48.8642084,1
2.3607198,48.8658715,1
2.3552486,48.8653657,1
2.3648223,48.864489,1
2.3645956,48.8582831,1
2.3646675,48.8603328,1
2.3609271,48.8601059,1
2.3630365,48.8611008,1
